;AGREEMENT_RK;TARGET;AGE;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;GENDER;CHILD_TOTAL;DEPENDANTS;PERSONAL_INCOME;LOAN_NUM_TOTAL;LOAN_NUM_CLOSED
9322;60461428;0;62;1;1;1;0;0;10000;1;0
9323;65476137;0;23;1;0;1;0;0;15000;1;1
9324;63596592;0;30;1;0;1;1;1;7000;1;0
9325;63105195;0;58;1;0;1;0;0;6000;1;1
9326;65566004;0;22;1;0;1;1;1;13000;1;1
9327;63918350;0;23;1;0;0;0;0;6000;1;0
9328;63314195;0;57;1;1;1;5;0;8000;1;0
9329;67443122;1;42;1;0;0;0;2;15000;3;0
9330;63909648;0;56;1;0;0;0;0;9000;1;0
9331;62242444;1;56;1;1;1;0;0;21000;2;0
9333;62381334;0;32;1;0;0;1;1;12000;1;0
9334;66713879;0;30;1;0;1;1;1;20000;1;1
9335;64349645;0;47;1;0;1;2;0;6000;1;0
9336;66537928;0;64;1;1;1;2;0;15000;2;1
9337;64901804;1;43;1;0;0;2;2;15000;1;0
9338;59976840;0;54;1;0;1;1;0;7000;1;0
9339;65416002;0;26;1;0;1;0;0;10000;1;1
9341;64425757;0;64;0;1;1;2;0;6000;1;0
9342;62383892;0;41;1;0;1;3;2;21000;1;0
9343;64436402;0;50;1;0;0;2;1;35000;1;0
9344;66327271;0;57;1;0;1;1;0;12000;3;1
9345;62135451;1;58;0;1;1;0;0;20000;1;0
9346;66832257;0;31;1;0;1;1;1;12000;2;1
9347;64473050;0;51;1;0;0;0;0;15000;1;0
9348;62032704;0;55;1;0;0;1;0;15000;1;0
9349;61102145;0;43;1;0;1;3;0;25000;1;0
9350;67144610;0;41;1;0;1;2;0;9500;1;1
9351;66828845;0;34;1;0;0;0;0;15000;3;1
9352;62480138;0;60;1;0;1;0;0;25000;1;1
9353;61532414;1;33;1;0;1;2;2;25000;1;1
9354;67325851;0;45;1;0;0;1;0;15000;1;0
9355;66315381;0;25;1;0;1;2;2;10000;2;1
9356;60089289;0;40;1;0;0;1;0;10000;1;0
9357;64446838;0;30;1;0;1;0;0;15000;1;0
9358;67069239;0;39;1;0;1;2;2;16000;2;1
9359;60059482;0;47;1;0;1;0;0;11500;1;0
9360;59914532;0;38;1;0;1;1;1;13000;1;1
9361;61455341;0;27;1;0;1;1;0;9500;1;0
9362;61845906;0;61;0;1;0;2;0;4700;1;0
9363;66855402;0;41;1;0;0;0;0;15000;2;1
9364;66189266;0;26;1;0;1;0;0;10000;1;0
9365;62945427;0;32;1;0;1;0;0;23000;1;1
9366;60383012;0;51;1;0;0;0;0;20000;1;0
9367;67146168;0;25;1;0;1;2;0;9500;1;1
9368;74009434;0;48;0;1;1;0;0;4000;2;1
9369;66909659;0;52;1;0;0;2;2;12000;1;0
9370;67025446;0;39;1;0;0;1;1;22000;1;1
9371;72272139;0;22;1;0;0;1;1;12000;1;0
9372;64913378;0;35;1;0;1;1;1;12000;1;0
9373;63917631;1;26;1;0;0;0;0;15000;1;0
9374;61238031;1;24;1;0;0;0;0;40000;1;0
9375;74543767;0;52;1;0;1;3;0;7000;4;1
9376;64835415;0;49;1;1;0;0;0;20000;1;0
9377;61311296;0;26;1;0;0;0;0;7000;1;0
9378;62029263;1;33;1;0;1;1;1;8000;1;0
9379;62504498;0;34;1;0;1;1;1;8000;1;1
9380;75018517;0;46;1;0;1;2;0;19500;2;1
9381;65414144;0;27;1;0;1;0;0;13000;3;1
9382;62496148;0;43;1;0;1;1;0;9000;1;1
9383;60094231;0;28;1;0;1;1;1;6000;1;0
9384;74467111;0;24;1;0;1;0;0;17000;1;0
9386;62598982;1;51;1;0;1;1;0;11000;1;0
9387;62600073;0;27;1;0;0;2;3;17000;1;0
9388;61960117;1;36;1;0;1;3;1;10000;1;0
9389;67169615;0;34;1;0;1;1;0;9240;2;1
9390;61081067;0;61;0;1;1;0;0;15000;1;1
9391;64424781;1;33;1;0;1;2;2;12000;1;0
9392;64424363;0;25;1;0;0;1;1;15000;1;0
9393;61975209;0;45;1;0;1;1;1;10000;1;0
9394;59974159;0;60;0;1;1;0;0;5000;1;1
9395;67028524;0;22;1;0;1;0;0;12000;2;1
9396;74557664;0;26;1;0;1;1;1;11000;3;1
9397;75281756;0;37;1;0;1;1;1;6000;2;1
9398;66591086;0;35;1;0;1;2;2;10000;2;1
9399;62031338;0;34;1;0;0;1;1;22000;1;0
9400;60446427;1;57;1;1;1;2;0;41000;1;0
9401;67086360;0;31;1;0;1;1;1;15000;3;1
9402;63914138;0;46;1;0;1;0;0;20000;1;0
9403;61114068;0;34;1;0;1;2;2;15000;1;1
9404;61940787;1;43;1;0;0;4;3;30000;1;1
9405;66912908;0;29;1;0;1;1;1;6000;1;0
9406;62366857;0;36;1;0;1;1;1;8000;1;0
9407;62995329;0;61;0;1;0;0;0;11900;1;0
9408;66759593;0;32;1;0;1;2;2;5500;2;1
9409;66774431;0;58;1;1;1;2;0;18000;6;1
9410;62082244;0;46;1;0;1;0;0;8500;1;0
9411;64552959;0;47;1;0;0;0;0;10000;1;0
9412;61152306;0;39;1;0;1;1;1;6000;1;0
9413;67214536;0;50;1;0;1;1;0;10000;1;0
9414;74652449;0;46;1;0;1;2;1;9000;5;1
9415;65227568;1;29;1;0;1;1;1;10000;1;0
9416;62487505;0;37;1;0;0;2;2;8000;1;1
9417;74166132;0;32;1;0;1;2;2;5500;2;1
9418;61465479;0;59;1;1;1;3;0;12000;3;0
9419;59934004;0;48;1;0;1;0;0;12000;1;1
9420;64350947;0;51;1;1;1;2;0;15000;1;0
9421;62994261;0;51;1;0;1;0;0;5500;1;0
9422;61434636;0;51;1;0;1;3;0;12000;1;0
9423;61421909;1;40;1;0;1;2;1;8000;1;0
9424;62617110;0;58;1;1;1;0;0;12000;1;0
9425;61304083;0;22;1;0;0;0;0;20000;1;0
9426;74173617;0;41;1;0;1;3;2;5200;1;0
9427;66840937;0;55;1;0;1;2;0;9000;2;1
9428;74841647;0;49;1;0;0;2;0;15000;1;1
9429;62016283;0;29;1;0;0;0;0;20000;1;0
9430;62238944;0;23;1;0;1;0;0;6000;1;0
9431;67168563;0;48;1;0;0;0;0;8500;1;1
9432;62257683;0;62;1;0;1;0;0;40000;1;0
9433;63895281;0;26;1;0;0;0;0;15000;1;0
9434;63898578;0;24;1;0;0;0;0;6000;1;0
9435;61966135;0;27;1;0;0;1;1;27000;1;1
9436;63893065;0;54;1;0;0;1;0;9000;1;0
9437;63907502;0;36;1;0;1;2;2;18000;1;0
9438;64432372;1;35;1;0;1;1;1;24000;1;1
9439;62125761;0;50;1;0;0;2;0;12000;1;0
9440;62613554;0;49;1;0;1;0;0;6000;1;0
9441;66755397;0;50;1;0;0;0;0;23000;2;1
9442;74183322;0;31;1;0;1;1;1;7000;1;1
9443;67225458;0;57;1;0;0;2;0;18000;1;0
9444;59923386;0;22;1;0;0;1;0;8000;1;1
9445;62138224;0;34;1;0;1;1;1;11000;1;0
9446;62770922;0;28;1;0;1;1;1;19000;1;0
9447;66323104;0;29;1;0;0;1;1;20000;2;1
9448;74017407;0;56;0;1;1;3;0;5000;1;0
9449;61131529;0;53;1;0;1;0;0;17000;1;1
9450;62016224;0;45;1;0;1;0;0;6000;1;0
9451;61030057;0;30;1;0;0;2;2;25000;1;1
9452;66335436;0;50;1;0;1;2;2;5000;3;1
9453;66405434;0;27;1;0;1;1;1;10000;2;1
9455;62081549;0;34;1;0;1;1;1;16500;1;0
9456;64597023;0;50;1;0;1;0;0;40000;3;1
9457;67082401;0;46;1;0;1;0;0;10000;5;1
9458;66523686;0;29;1;0;1;1;1;7000;2;1
9459;61147160;0;25;1;0;0;0;0;20000;1;0
9460;61154348;0;34;1;0;1;1;1;8000;1;1
9461;64904403;0;56;0;1;0;2;0;6000;1;0
9462;63596597;0;46;1;0;0;1;0;12000;1;0
9463;74642721;0;28;1;0;1;1;1;7000;3;1
9464;62142708;0;41;1;0;1;1;1;16000;1;0
9465;66080524;0;24;1;0;1;0;0;5000;1;1
9466;62087624;0;52;1;0;0;2;0;20000;1;0
9467;74661011;0;53;0;1;0;2;0;6800;1;1
9468;60464152;0;34;1;0;0;3;3;10000;1;1
9469;62132091;0;35;1;0;1;0;0;18000;1;0
9470;60447543;0;22;1;0;0;0;0;7500;1;0
9471;63324836;0;33;1;0;0;1;1;20000;2;1
9472;66325105;0;42;1;0;1;2;1;11000;2;1
9473;60053475;1;32;1;0;1;0;0;16000;1;1
9475;74821708;0;37;1;0;0;1;1;30000;1;0
9476;64280515;0;43;1;0;0;2;2;12000;1;1
9477;62076888;0;35;1;0;1;1;1;6500;1;0
9478;66831255;1;44;1;0;1;2;1;7000;3;1
9479;60449651;0;29;1;0;1;1;1;15000;1;0
9480;61926415;0;60;1;1;1;2;0;10000;2;0
9481;66536439;0;61;1;0;0;2;0;20000;2;1
9482;62133308;0;28;1;0;0;1;2;17000;1;0
9483;66828304;0;28;1;0;0;1;1;19000;4;1
9484;64372548;0;48;1;0;1;3;1;9000;1;0
9485;64593876;0;61;0;1;0;3;0;7000;1;1
9486;61075159;0;48;1;0;0;0;0;20000;1;1
9487;66334152;0;25;1;0;1;1;1;6000;3;1
9488;60457113;0;48;1;0;1;2;0;4300;1;0
9489;63914817;1;34;1;0;1;2;2;4500;1;0
9490;62144490;1;36;1;0;0;1;1;28000;1;0
9491;74942532;0;46;1;0;1;2;0;7500;1;1
9492;64560450;0;50;1;0;1;0;0;15000;2;1
9493;63089923;0;58;1;0;0;0;0;40000;1;0
9494;67316407;0;34;1;0;1;2;2;15000;2;1
9495;72299026;1;44;1;0;0;3;1;12500;1;0
9496;61964736;0;55;0;1;1;2;0;5500;1;0
9497;66977631;0;27;1;0;1;0;0;8000;1;0
9498;66187220;1;24;1;0;1;0;0;10000;1;0
9499;74540733;0;61;1;0;0;3;0;8000;1;1
9500;66976342;0;49;1;0;0;2;0;15000;1;0
9501;61959018;0;23;1;0;1;0;0;5000;1;0
9502;74550120;0;44;1;0;1;2;1;5000;1;1
9503;61515607;0;36;1;0;1;2;2;5800;1;0
9504;64890262;1;27;1;0;0;0;0;12500;1;0
9505;61867323;0;54;1;0;0;4;0;10000;1;0
9506;73840692;0;61;1;1;1;0;0;15000;3;0
9508;61138244;1;36;1;0;0;0;0;12000;1;1
9509;72270447;0;40;1;0;0;1;1;10000;1;0
9510;67413850;0;41;1;0;1;2;0;10000;2;0
9511;66755328;0;41;1;1;1;4;4;20000;2;0
9512;74649979;0;31;1;0;1;1;1;7000;1;1
9513;62245249;0;49;1;0;1;1;1;6000;1;0
9514;63105957;0;40;1;0;1;1;1;11500;1;0
9515;66333619;0;47;1;0;1;1;0;13000;2;1
9516;62446218;0;39;1;0;1;1;1;20000;1;0
9517;64559904;0;31;1;0;1;1;1;10000;1;0
9518;62021562;0;22;1;0;1;0;0;12000;1;0
9519;62084981;0;39;1;0;1;1;0;7700;1;0
9520;63630011;0;32;1;0;0;1;1;11000;1;1
9521;74528694;0;61;1;1;1;0;0;20000;3;1
9522;67142262;0;33;1;0;1;1;1;10000;2;1
9523;59973119;0;55;1;0;1;1;1;9000;1;0
9524;74488516;0;24;1;0;1;0;0;14000;1;1
9525;59931084;0;36;1;0;1;1;0;17000;1;1
9526;74820824;0;42;1;0;0;3;0;15000;1;0
9527;61965002;0;38;1;0;1;2;2;17500;1;0
9528;66671239;0;56;1;0;1;1;0;17000;2;1
9529;60037207;1;26;1;0;0;0;0;12000;1;0
9530;74041864;0;48;1;0;1;0;0;6000;1;0
9531;66710090;0;41;1;0;0;2;2;26000;5;1
9532;64439386;0;44;1;0;0;2;2;13000;1;0
9533;66596845;0;29;1;0;0;1;1;11000;3;1
9534;61288539;0;37;1;0;1;2;2;20000;1;0
9535;66431479;0;27;1;0;1;2;2;10000;3;1
9536;67071261;0;27;1;0;1;0;0;9000;2;1
9537;61533454;0;35;1;0;0;0;0;30000;1;1
9538;66594661;1;46;1;0;0;3;1;9500;3;1
9539;63314433;0;36;1;0;1;1;1;15000;1;0
9540;66899351;1;25;1;0;0;0;0;10000;1;0
9541;60039083;0;60;0;1;1;0;0;5200;1;0
9542;66665021;1;45;1;0;1;2;1;7000;3;1
9543;66831872;0;24;1;0;1;0;0;7500;2;1
9544;66596639;0;34;1;0;1;1;1;15000;3;1
9545;67430447;0;32;1;0;1;1;1;25000;2;0
9546;66770876;0;52;1;0;1;0;0;11000;3;0
9547;66201379;0;23;1;0;1;0;0;8000;1;0
9548;63902031;0;58;1;0;0;2;0;16000;1;0
9549;64342434;0;48;1;0;1;1;0;14000;1;1
9550;61256521;0;31;1;0;1;1;1;25000;1;0
9551;74992939;0;28;1;0;0;1;1;15000;2;1
9552;63819882;0;53;1;0;1;0;0;24000;3;1
9553;62233774;0;46;1;0;1;1;0;17000;1;0
9554;62176534;0;57;1;0;1;1;0;21000;1;0
9555;63001580;0;30;1;0;0;2;2;11000;1;0
9556;67142671;0;53;1;0;1;2;0;8000;3;0
9557;59915634;0;48;1;0;1;2;0;13000;1;1
9558;61935675;0;34;1;0;0;0;0;18000;1;1
9559;67437685;0;25;1;0;1;0;0;20000;1;0
9560;62494892;0;41;1;0;1;2;0;9000;1;1
9561;62255879;0;61;0;1;1;0;0;12000;2;1
9562;66835165;0;53;1;1;0;3;0;22000;1;1
9563;62936271;1;27;1;0;1;0;0;12000;1;1
9564;66528874;0;59;1;0;1;0;0;10000;3;1
9565;61113356;0;45;1;0;1;3;1;10000;1;0
9567;62938825;0;65;0;1;1;0;0;6000;1;1
9568;66188954;0;54;0;1;1;1;1;12000;1;0
9570;63594059;0;28;1;0;1;0;0;15000;1;0
9571;62805159;0;32;1;0;1;1;0;13000;1;0
9572;73843592;0;37;1;0;1;0;0;11000;1;0
9573;66522844;0;37;1;0;0;0;0;15000;3;1
9574;63586581;0;31;1;0;1;1;1;14000;1;0
9575;61309700;0;26;1;0;1;1;1;4000;1;0
9576;64469247;0;31;1;0;0;0;0;16500;1;0
9577;63637716;1;45;1;0;0;0;0;17500;1;1
9578;61874678;0;27;1;0;0;1;1;17000;1;0
9579;63101008;0;32;1;0;0;2;2;11000;1;0
9580;62429668;0;40;1;0;0;0;0;14000;1;0
9581;63907234;0;39;1;0;1;2;2;15000;1;0
9582;64277421;0;36;1;0;0;1;0;20000;1;1
9583;67529010;0;32;1;0;0;0;0;18000;1;0
9584;62387530;0;27;1;0;0;1;1;20000;1;0
9585;62446269;1;28;1;0;0;0;0;10000;1;0
9586;61373448;0;36;1;0;1;1;1;12500;1;0
9587;59927432;0;57;0;1;1;2;0;7000;1;1
9588;61833201;0;55;1;0;0;2;0;20000;1;0
9589;59924607;0;41;1;0;0;0;0;18000;1;1
9590;61160237;0;22;1;0;0;0;0;15000;1;0
9591;64370016;1;36;1;0;1;1;1;15000;1;0
9592;62023371;0;51;1;0;1;2;0;15000;1;0
9593;60102917;0;32;1;0;1;0;0;15000;1;0
9594;61244245;0;46;1;0;1;1;0;20000;1;0
9595;61963612;1;45;1;0;1;1;1;14000;1;0
9596;59976896;0;42;1;0;1;1;1;9000;1;0
9597;66317797;0;59;1;1;0;3;1;18000;5;1
9598;64000679;0;32;1;0;1;2;2;10000;1;1
9599;74470056;0;40;1;0;0;1;0;20000;1;1
9600;74658311;0;33;1;0;1;0;0;13000;2;1
9601;74183882;0;26;1;0;1;1;1;7000;2;1
9602;73833493;0;57;1;0;1;2;0;14000;2;1
9603;75007958;1;29;1;0;1;2;2;14000;2;1
9604;72290689;0;27;1;0;0;0;0;20000;1;0
9605;64355733;0;35;1;0;1;1;1;7400;1;0
9606;60380264;1;56;0;1;1;0;0;5000;1;0
9608;66850948;0;48;1;0;1;1;1;8000;2;1
9609;61165318;0;53;1;0;0;0;0;8000;1;0
9610;67333910;0;38;1;0;1;2;2;8000;1;0
9611;59934125;0;49;1;0;1;0;0;5000;1;1
9612;62499206;0;64;0;1;0;0;0;6300;1;1
9613;67167482;0;34;1;0;1;2;2;12000;8;1
9614;75272751;0;24;1;0;1;1;1;7500;1;0
9615;60113933;0;47;1;0;0;0;0;14000;1;0
9616;74983546;0;48;1;0;0;1;1;8000;3;1
9617;59976364;0;55;1;0;1;5;0;6000;1;0
9618;63094160;0;36;1;0;1;1;1;8000;1;1
9619;62139788;0;28;1;0;1;1;1;14000;1;0
9620;63623916;0;38;1;0;0;1;1;35000;1;1
9621;63098755;0;61;0;1;1;1;0;6500;1;1
9622;72298761;0;37;1;0;1;2;0;7000;1;0
9623;74959094;1;38;1;0;1;2;2;18000;4;1
9624;63105980;0;22;1;0;1;0;0;12000;1;0
9625;67152930;0;52;1;0;0;1;0;25000;2;1
9626;62250575;0;46;1;0;0;0;0;20000;2;0
9627;62135002;0;49;1;0;1;1;1;18000;1;0
9628;66746566;0;43;1;1;1;0;0;14000;1;1
9629;61937720;0;40;1;0;1;0;0;9000;1;1
9630;59971939;0;30;1;0;1;1;1;20000;1;0
9631;63001063;0;34;1;0;0;1;1;10000;1;0
9632;67162880;1;23;1;0;0;0;0;19000;1;1
9633;63004431;0;22;1;0;0;1;1;12000;1;0
9634;61115169;0;28;1;0;1;0;0;7000;1;1
9635;74959591;0;39;1;0;1;2;1;4300;2;1
9636;61350942;1;45;1;0;1;2;0;35000;1;1
9637;66427525;0;33;1;0;1;1;1;10300;2;1
9638;60448661;0;50;1;0;0;0;0;15000;1;0
9639;61854232;0;27;1;0;0;0;0;31000;1;0
9640;61099512;0;35;1;0;0;2;2;10000;1;1
9641;61293603;0;51;1;0;0;3;0;20000;1;0
9642;61291198;0;63;0;1;1;3;0;6500;1;1
9643;64423060;1;24;1;0;0;0;0;5000;1;0
9644;74547769;0;63;1;0;1;0;0;15000;2;1
9645;74009428;0;23;1;0;0;0;0;18000;1;0
9646;61239910;0;41;1;0;1;1;1;15000;1;1
9647;63596797;0;35;1;0;1;2;2;19000;1;0
9648;59937712;0;49;1;0;0;3;0;15000;1;1
9649;72301351;1;26;1;0;1;1;1;8000;1;0
9650;67318719;0;24;1;0;1;0;0;14000;1;0
9651;62600448;0;37;1;0;1;1;0;10000;1;0
9652;66976456;0;47;1;0;1;1;1;6000;1;0
9653;66915621;1;26;1;0;1;1;1;11000;1;0
9654;61129369;0;48;1;0;1;2;0;15000;1;1
9655;66907850;0;37;1;0;0;1;1;6500;5;0
9656;66928007;1;27;1;0;0;2;2;8000;3;1
9657;66074096;0;26;1;0;1;0;0;12000;1;1
9658;66971412;0;29;1;0;1;2;2;7000;1;1
9659;72264236;0;53;1;0;1;2;0;5000;1;0
9660;62028625;0;52;1;0;1;0;0;15000;1;0
9661;65401225;0;55;0;1;0;0;0;8500;1;1
9662;73827303;1;30;1;0;1;1;1;6000;1;0
9663;66912998;0;31;1;0;1;2;2;19500;3;1
9664;60042552;0;35;1;0;1;0;0;9500;1;0
9665;61244088;0;33;1;0;1;1;1;15000;1;0
9666;59968305;1;39;1;0;1;2;1;12000;1;0
9667;61369617;0;54;1;0;0;0;0;11000;1;0
9668;59913205;0;45;1;0;1;3;1;12000;1;1
9669;74942130;0;47;1;0;1;2;2;15000;1;1
9670;64350722;0;51;1;0;1;1;0;10000;2;1
9671;60469867;1;36;1;0;1;2;2;28000;1;1
9672;61366649;0;30;1;0;1;2;2;13500;1;0
9673;62014127;0;47;1;0;1;2;2;20000;1;0
9674;65420711;0;23;1;0;1;0;0;6000;1;1
9675;72279946;0;29;1;0;1;2;2;5500;1;0
9676;62790359;1;38;1;0;0;2;2;20000;1;0
9677;74644293;0;37;1;0;0;1;1;10000;1;1
9678;65408709;0;25;1;0;1;1;1;10500;1;1
9679;64454386;0;48;1;0;1;0;0;8000;1;0
9680;66981270;0;43;0;1;0;2;2;8600;1;0
9682;74835245;1;32;1;0;1;0;0;25000;1;0
9684;66752937;0;39;1;0;1;1;1;10000;2;1
9685;74476855;0;41;1;0;1;0;0;15000;1;1
9686;72301640;0;44;1;0;0;3;3;10000;1;0
9687;62145979;0;48;1;0;1;1;0;20000;1;0
9688;66673106;0;52;1;0;1;2;0;8000;3;1
9689;62027386;0;49;1;0;1;2;0;5500;1;0
9690;59965990;0;23;1;0;1;0;0;13000;1;0
9691;75289907;0;30;1;0;1;2;2;10000;1;0
9692;60443272;0;43;1;0;0;2;1;25800;1;0
9693;62174579;0;37;1;0;1;1;1;17000;1;0
9694;64337452;0;63;0;1;1;0;0;10000;1;1
9695;60116738;0;55;1;0;1;0;0;15000;1;0
9696;61861594;0;31;1;0;0;1;1;7500;1;0
9697;62076678;0;41;1;0;0;2;1;10000;1;0
9698;66665707;0;33;1;0;1;1;1;7000;2;1
9699;60399194;0;54;1;0;1;0;0;30000;1;0
9700;63322286;0;49;1;0;1;2;0;7000;1;0
9701;65482348;0;22;1;0;1;0;0;10000;1;1
9702;64559777;0;30;1;0;1;1;1;10000;1;0
9703;61255267;0;30;1;0;0;0;0;9000;1;0
9704;66594511;0;62;1;0;1;2;0;18000;3;1
9705;61293834;0;52;1;0;1;2;0;20000;1;0
9706;66430154;0;65;1;0;1;0;0;17000;6;1
9707;63002645;0;36;1;0;0;1;0;11000;1;0
9708;60187049;0;30;1;0;1;1;1;10000;1;0
9709;64346841;0;31;1;0;1;2;2;10000;1;0
9710;62017139;0;33;1;0;0;0;0;10000;1;0
9712;64422475;0;37;1;0;1;0;0;15000;1;0
9713;61463909;0;28;1;0;0;0;0;20000;1;0
9714;66336048;0;31;1;0;0;1;1;15000;3;1
9715;62037617;0;28;1;0;0;1;1;15000;1;0
9716;66538303;1;28;1;0;0;1;1;17000;4;1
9717;75029840;0;42;1;0;0;0;0;15000;1;1
9718;67432432;0;23;1;0;1;1;0;18000;1;0
9719;67205552;0;51;1;0;0;1;1;25000;2;1
9720;60054480;0;41;1;0;1;2;2;6200;1;0
9721;67078202;0;58;1;0;1;0;0;17000;3;1
9722;62140090;0;33;1;0;1;2;2;30000;1;0
9723;62802017;1;35;1;0;1;3;3;5000;1;0
9726;62797416;0;31;1;0;1;0;0;12000;1;0
9727;63914913;1;38;1;0;1;1;1;25000;1;0
9728;64355158;0;24;1;0;0;0;0;11000;1;0
9729;61370018;0;33;1;0;0;2;2;15000;1;0
9730;64555670;0;56;1;0;0;0;0;25000;1;1
9731;72288919;0;24;1;0;1;1;1;7000;1;0
9732;67414268;0;42;1;0;1;1;1;20000;1;0
9733;64590062;0;36;1;0;1;2;2;15000;1;1
9734;61121168;0;46;1;0;1;2;0;12000;1;0
9735;63996826;1;31;1;0;0;2;2;15000;1;0
9736;64442777;0;60;1;1;1;2;0;10000;1;0
9737;61520062;0;33;1;0;1;1;1;10000;1;1
9738;61860728;0;28;1;0;1;1;0;8000;1;0
9739;74962092;0;49;1;0;1;0;0;10000;2;1
9740;60112777;0;25;1;0;0;2;2;12000;1;0
9741;67081408;0;43;1;0;1;0;0;25000;1;1
9742;60053983;0;42;1;0;1;1;1;15000;1;0
9743;75206133;0;24;1;0;1;0;0;10000;1;0
9744;60044935;0;44;1;0;1;1;0;17000;1;0
9745;67429254;0;27;1;0;0;0;0;20000;2;0
9746;64901910;0;62;0;1;1;2;0;9000;1;0
9747;65003447;0;46;1;0;0;2;0;12000;1;1
9748;75030528;0;38;1;0;0;2;2;8000;2;1
9749;64910282;0;40;1;0;1;2;1;10000;1;0
9750;67152859;0;24;1;0;1;1;1;12000;1;1
9752;66520787;0;32;1;0;1;1;1;12000;3;1
9753;73839918;0;47;1;0;1;1;0;10000;1;0
9754;61101298;0;61;0;1;1;2;0;10000;1;0
9755;63808690;0;60;0;1;0;0;0;10000;5;1
9756;66653747;0;39;1;0;0;1;1;15000;3;1
9757;72279563;0;58;0;1;1;0;0;4600;3;1
9758;67424183;0;29;1;0;0;0;0;9000;1;0
9759;62946995;0;49;1;0;1;0;0;10000;1;1
9760;61936893;0;40;1;0;1;1;1;7000;1;1
9761;61535090;0;26;1;1;0;0;0;15000;1;0
9762;60185756;0;40;1;0;1;1;1;12000;1;0
9763;61841345;0;41;1;0;1;1;0;5790;1;0
9764;61250114;0;58;1;0;0;0;0;10000;1;0
9765;61081308;0;37;1;0;1;1;1;5700;1;1
9766;65239792;0;38;1;0;1;1;1;7000;2;1
9767;66189329;0;57;1;0;1;2;0;9500;1;0
9768;66188907;0;24;1;0;1;0;0;4000;1;0
9769;63636593;0;30;1;0;0;0;0;10000;1;1
9770;74039858;0;43;1;0;1;1;1;7000;2;0
9771;61537982;0;57;1;0;1;1;0;17000;1;1
9772;74651227;0;33;1;0;1;1;1;9000;1;1
9773;62493608;1;27;1;0;0;2;2;40000;1;1
9774;66755439;0;40;1;0;1;1;1;12500;2;1
9775;62091936;0;30;1;0;0;1;1;14000;2;0
9776;62185329;0;59;1;0;0;2;0;30000;1;0
9777;62129482;0;36;1;0;0;2;2;20000;1;0
9778;74942401;0;36;1;0;1;2;2;17000;1;1
9779;66740478;1;52;1;0;1;3;0;10000;1;1
9780;74017970;0;65;0;1;1;1;0;6500;1;0
9781;66662561;0;35;1;0;0;1;1;8500;2;1
9782;62141703;0;47;1;0;0;2;2;46000;1;0
9783;73846980;0;22;1;0;1;0;0;10000;1;1
9784;66598456;0;52;1;0;0;0;0;8000;4;1
9785;62251884;0;30;1;0;1;1;1;26000;1;0
9786;67025310;0;23;1;0;1;0;0;15000;2;1
9787;66908495;1;29;1;0;1;0;0;11000;3;0
9788;62390566;0;36;1;0;1;2;2;20000;1;0
9789;62498021;0;38;1;0;1;1;1;22000;1;1
9790;64347999;0;32;1;0;1;1;1;6000;1;0
9791;67530484;0;48;1;0;0;0;0;10000;2;1
9792;61447645;0;33;1;0;0;2;2;25000;1;0
9793;62428840;1;23;1;0;0;0;0;12000;1;0
9794;66705461;0;28;1;0;0;0;0;10000;2;1
9795;74639433;0;48;1;0;1;3;0;12000;2;1
9796;61240105;0;24;1;0;1;0;0;8000;1;0
9797;67157026;0;23;1;0;1;1;1;15000;1;1
9799;62379526;0;27;1;0;1;1;1;9000;1;0
9800;67202300;0;49;1;0;1;1;0;12000;1;0
9801;74020079;0;56;0;1;1;0;0;6000;1;0
9802;61162213;0;45;1;0;0;0;0;10000;1;0
9803;63318640;0;26;1;0;0;1;2;25000;1;1
9804;62027741;0;31;1;0;1;0;0;35000;1;0
9805;61969625;0;31;1;0;0;2;2;30000;2;0
9806;62502563;0;41;1;0;0;0;0;15000;1;1
9807;73839622;0;26;1;0;1;1;1;10000;1;0
9808;64885299;0;37;1;0;1;2;2;25000;1;0
9809;60095793;0;34;1;0;1;1;1;11000;1;0
9810;62993092;0;46;1;0;0;1;1;20000;1;0
9811;61059338;0;44;1;0;1;2;1;10500;1;1
9812;64361670;1;26;1;0;1;1;1;9000;1;0
9813;66912342;0;32;1;0;0;1;1;13000;1;1
9814;64831685;0;29;1;0;0;2;3;12000;1;0
9815;60460446;0;35;1;0;1;1;1;14000;1;0
9816;66777815;0;34;1;0;1;1;1;8000;2;1
9817;60461608;0;40;1;0;1;2;2;20000;1;0
9818;61310293;0;26;1;0;1;1;1;21000;1;1
9819;65481219;0;24;1;0;1;0;0;12000;1;1
9820;67150597;0;58;1;0;1;1;0;14000;2;1
9821;64589331;0;43;1;0;1;2;0;12000;1;1
9822;61256484;0;31;1;0;1;1;1;15000;1;1
9823;60452833;0;27;1;0;0;1;1;14000;1;0
9824;67541562;0;61;0;1;0;1;0;12000;1;0
9825;61841932;0;52;1;1;1;2;0;15000;1;1
9826;60445828;1;49;1;0;0;1;1;10000;1;1
9827;73819442;0;55;1;0;0;2;0;7000;1;0
9828;64905269;0;24;1;0;0;0;0;15000;1;0
9829;65214057;0;31;1;0;1;1;1;15000;1;0
9830;61915159;0;22;1;0;0;0;0;20000;1;1
9831;63587386;0;30;1;0;0;1;1;30000;1;0
9833;66593526;0;55;1;0;1;0;0;7000;2;1
